4,1,(
3,1,START
5,1,)
4,2,(
4,2,(
4,2,(
0,2,10.0
0,2,5.0
2,2,*
5,2,)
4,2,(
0,2,2
0,2,3
2,2,+
5,2,)
2,2,-
5,2,)
0,2,2.0
2,2,^
5,2,)
4,3,(
4,3,(
4,3,(
0,3,0
3,3,RES
5,3,)
0,3,10.5
2,3,|
5,3,)
4,3,(
0,3,2
0,3,4
2,3,%
5,3,)
2,3,*
5,3,)
4,4,(
4,4,(
4,4,(
0,4,10
0,4,2
2,4,/
5,4,)
0,4,5.0
2,4,+
5,4,)
1,4,MEMORIA
5,4,)
4,5,(
4,5,(
4,5,(
1,5,MEMORIA
5,5,)
0,5,100
6,5,>
5,5,)
4,5,(
4,5,(
1,5,MEMORIA
5,5,)
0,5,2
2,5,*
5,5,)
4,5,(
4,5,(
1,5,MEMORIA
5,5,)
0,5,2
2,5,/
5,5,)
3,5,IFELSE
5,5,)
4,6,(
0,6,0
1,6,ITERADOR
5,6,)
4,7,(
4,7,(
4,7,(
1,7,ITERADOR
5,7,)
0,7,5
6,7,!=
5,7,)
4,7,(
4,7,(
4,7,(
1,7,ITERADOR
5,7,)
0,7,1
2,7,+
5,7,)
1,7,ITERADOR
5,7,)
3,7,WHILE
5,7,)
4,8,(
4,8,(
0,8,10
0,8,5
2,8,+
5,8,)
4,8,(
0,8,2
0,8,1
2,8,-
5,8,)
4,8,(
0,8,5
0,8,5
2,8,*
5,8,)
3,8,IFELSE
5,8,)
4,9,(
4,9,(
0,9,6
0,9,3
6,9,<=
5,9,)
4,9,(
0,9,1
3,9,RES
5,9,)
4,9,(
0,9,0
3,9,RES
5,9,)
3,9,IFELSE
5,9,)
4,10,(
4,10,(
0,10,20
0,10,2
6,10,>=
5,10,)
4,10,(
0,10,1
3,10,RES
5,10,)
4,10,(
0,10,0
3,10,RES
5,10,)
3,10,IFELSE
5,10,)
4,11,(
4,11,(
0,11,10
0,11,3
2,11,/
5,11,)
4,11,(
0,11,10
0,11,3
2,11,%
5,11,)
2,11,+
5,11,)
4,12,(
4,12,(
4,12,(
4,12,(
0,12,2
0,12,2
2,12,^
5,12,)
0,12,2
2,12,^
5,12,)
0,12,2
2,12,^
5,12,)
1,12,RESULTADO
5,12,)
4,13,(
1,13,RESULTADO
5,13,)
4,14,(
3,14,END
5,14,)
